cols/부착대관리번호,cols/상태 (공통),cols/부착방식,cols/부착대방향,cols/신호등수량,cols/배면등수량,cols/신호등종류,cols/지주관리번호,cols/신호발광구분,cols/작업구분 (공통),cols/표출구분 (공통),cols/신규정규화ID,cols/부착대관리번호.1,cols/이력ID,cols/X좌표,cols/Y좌표,cols/공사형태 (공통),lng,lat,inputaddr,z,hc,cols/부착대길이,cols/고가 (공통),cols/배면등종류,cols/공사관리번호,cols/설치일,cols/제조회사,cols/교체일
03-0000062086,1,2,109,1,0,7,02-0000174453,2,2,1,,03-062086,89213,189944.50346,541105.95271,,126.88632926973102,37.46932752048875,,,,999,1,,2012-0101-042,,관급사용,
03-0000062087,1,2,198,1,0,7,02-0000174454,2,2,1,,03-062087,89214,189970.90346,541101.05271,,126.8866277703911,37.46928365774891,,,,999,1,,2012-0101-042,,관급사용,
03-0000062088,1,2,104,2,0,2,02-0000174455,2,2,1,,03-062088,89215,192214.13387,545718.55901,,126.91193713038899,37.51090930146477,,,,7,1,2,2012-0101-042,,,
03-0000062089,1,2,102,1,0,7,02-0000174455,2,2,1,,03-062089,89216,192214.13387,545718.55901,,126.91193713038899,37.51090930146477,,,,999,1,,2012-0101-042,,관급사용,
03-0000008768,1,3,287,1,2,7,02-0000030733,2,2,1,,03-008768,89217,192218.10383,545740.87157,,126.9119817969266,37.51111037185151,,,,999,1,1,2007-0701-450,,,
03-0000062090,1,3,328,2,2,2,02-0000030733,2,1,2,,03-062090,89218,192221.8052,545737.26568,,126.91202369986686,37.51107791384967,,,,7,1,2,2000-0000-000,,,
03-0000005064,1,3,237,2,0,3,02-0000000532,2,2,1,,03-005064,89220,199114.71595,551204.70084,,126.98998028367585,37.56037187793563,,,,5,1,2,2009-0201-004,,,
03-0000061554,1,3,246,2,0,2,02-0000173634,2,1,2,,03-061554,89221,199124.99994,551197.46455,,126.99009668733258,37.56030668900869,,,,7,1,,2012-0101-006,,,
03-0000061555,1,3,341,2,2,3,02-0000173636,2,1,2,,03-061555,89222,199134.49994,551198.36455,,126.99020420794254,37.5603148069505,,,,7,1,3,2012-0101-006,,,
03-0000061556,1,2,184,1,0,7,02-0000173637,2,2,1,,03-061556,89223,201429.27897,552031.42754,,127.01617830528664,37.5678199717536,,,,999,1,,2012-0101-006,,.,
03-0000061557,1,3,2,2,0,3,02-0000173638,2,4,1,,03-061557,89224,201403.37267,552037.65465,,127.01588507842568,37.56787611756775,,,,7,1,3,2012-1101-052,,.,
03-0000061558,1,2,0,1,0,7,02-0000173638,2,4,1,,03-061558,89225,201403.37267,552037.65465,,127.01588507842568,37.56787611756775,,,,999,1,,2012-1101-052,,.,
03-0000061559,1,2,92,1,0,7,02-0000173639,2,1,2,,03-061559,89226,201397.13753,552042.76282,,127.01581451126192,37.56792215143526,,,,999,1,,2012-0101-006,,,
03-0000061560,1,3,270,3,1,3,02-0000173640,2,1,2,,03-061560,89227,201394.2659,552061.31459,,127.01578204190908,37.568089306432974,,,,9,1,3,2012-0101-006,,,
03-0000017815,1,3,2,2,0,2,02-0000056487,2,1,2,,03-017815,89171,183786.48438,552180.6875,,126.81647298022422,37.56902325455397,,,,9,1,,2004-0101-052,,,
03-0000017814,1,2,180,1,0,2,02-0000056486,2,2,1,,03-017814,89172,183798.84617,552180.89661,,126.81661290280393,37.569025356058,,,,1,1,1,2006-0101-043,,,
03-0000019687,1,3,0,2,0,2,02-0000063506,2,1,2,,03-019687,89173,183769.60938,551465.46875,,126.81629779170959,37.56257889790325,,,,9,1,,2009-1201-004,,,
03-0000061561,1,2,271,1,0,7,02-0000173640,2,1,1,,03-061561,89228,201392.11146,552065.69271,,127.01575766357848,37.56812875636226,,,,999,1,,2012-0101-006,,.,
03-0000061563,1,2,180,1,0,7,02-0000173641,2,1,2,,03-061563,89230,201425.07853,552069.46836,,127.0161308335488,37.56816272440826,,,,,1,,2012-0101-006,,,
03-0000061564,1,2,272,1,0,7,02-0000173642,2,1,1,,03-061564,89231,201434.99268,552062.10523,,127.01624303997424,37.568096367539376,,,,999,1,,2012-0101-006,,.,
03-0000035120,1,3,95,3,1,7,02-0000120027,2,2,1,,03-035120,89232,201437.88244,552041.02969,,127.0162757085698,37.56790647332781,,,,999,1,,2007-1101-066,,,
03-0000061681,1,3,192,2,0,3,02-0000173758,2,1,2,,03-061681,90162,203142.36835,546192.12943,,127.0355441320489,37.515203669274705,,,,11,1,,2011-0401-002,,,
03-0000061682,1,2,188,1,0,7,02-0000173758,2,1,2,,03-061682,90163,203141.75835,546192.23238,,127.03553723262397,37.51520459893408,,,,,1,,2011-0401-002,,,
03-0000034557,1,3,94,1,0,3,02-0000038191,2,4,1,,03-034557,90164,203153.95271,546211.2098,,127.03567524751948,37.51537554459373,,,,11,1,3,2011-0401-002,,,
03-0000004670,1,2,111,1,0,10,02-0000015865,1,2,1,,03-004670,94327,187931.23072,544577.98079,,126.86351371115914,37.50058661265351,,,,999,1,,2000-0000-000,,,
03-0000004680,1,2,303,1,0,10,02-0000020298,1,4,1,,03-004680,94328,193204.0672,543002.79165,,126.923158944487,37.486447904643455,,,,999,1,,2000-0000-000,,,
03-0000008088,1,2,331,1,0,7,02-0000032709,1,4,1,,03-008088,94382,203047.11154,540877.24211,,127.03444466101686,37.46731646592889,,,,999,1,,2008-0201-006,,,
03-0000008098,1,2,212,1,0,12,02-0000012869,1,2,1,,03-008098,94383,197270.33765,554966.74149,,126.96909145552533,37.594264027874026,,,,999,1,,2000-0000-000,,,
03-0000042330,1,3,253,2,0,1,02-0000125485,1,4,1,,03-042330,94384,201363.79743,546723.00881,,127.01542724729309,37.51999125125474,,,,6,1,,2008-0201-006,,,
03-0000044094,1,3,40,3,3,3,02-0000131323,2,4,1,,03-044094,94385,203792.41748,540724.46256,,127.0428688388297,37.465937149309354,,,,9,1,3,2008-0201-007,,,
03-0000044095,1,3,129,3,3,3,02-0000131331,2,4,1,,03-044095,94386,203785.70397,540680.54711,,127.04279272495272,37.4655414937309,,,,11,1,3,2008-0201-007,,,
03-0000046059,1,3,90,1,0,7,02-0000135171,2,4,1,,03-046059,94387,201426.9201,552272.95473,,127.01615207465855,37.56999612464353,,,,999,1,,2000-0000-000,,,
03-0000008646,1,3,36,2,2,2,02-0000024309,2,4,1,,03-008646,91304,192669.43698,547756.1672,,126.91706656272909,37.52927192123759,,,,7,1,2,2008-1101-047,,,
03-0000008656,1,3,94,2,0,2,02-0000023914,1,4,1,,03-008656,91305,194927.6742,546011.6327,,126.94262687873353,37.51356880087016,,,,11,1,,2007-0201-663,,,
03-0000009251,1,3,45,1,1,2,02-0000002553,2,1,2,,03-009251,89045,193075.00081,552440.12688,,126.9216106700457,37.57147741730367,,,,3,1,2,2008-0101-002,,,
03-0000060226,1,2,84,1,0,7,02-0000172069,2,1,2,,03-060226,90001,198350.31955,546479.28821,,126.98133939710563,37.51779485420343,,,,,1,,2000-0000-000,,,
03-0000016608,1,3,274,2,0,2,02-0000052578,2,1,2,,03-016608,90002,198705.32631,546500.24659,,126.98535507121287,37.517984256084574,,,,9,1,,2003-0201-004,,,
03-0000016609,1,2,273,1,0,7,02-0000052578,2,1,2,,03-016609,90003,198705.32631,546500.24659,,126.98535507121287,37.517984256084574,,,,999,1,,2000-0000-000,,,
03-0000030232,1,3,0,2,0,7,02-0000051627,2,2,1,,03-030232,90004,198711.04303,546465.8544,,126.98541979718384,37.51767438929384,,,,999,1,,2000-0000-000,,,
03-0000012534,1,3,17,3,0,3,02-0000098317,2,1,2,,03-012534,90005,199893.5625,545574.3438,,126.99879614751731,37.509642736568246,,,,11,1,,2008-0201-007,,,
03-0000009200,1,3,230,2,2,2,02-0000029741,2,1,2,,03-009200,90006,198231.3125,544698.875,,126.97999751250309,37.50175302935523,,,,5,1,2,2006-0201-030,,,
03-0000009201,1,3,86,2,0,2,02-0000029741,2,1,2,,03-009201,90007,198233.625,544705.25,,126.98002364978501,37.50181047290026,,,,9,1,,2006-0201-030,,,
03-0000009981,1,3,316,2,0,2,02-0000015589,2,4,1,,03-009981,90008,198709.59407,544550.23106,,126.98540676756099,37.50041453068302,,,,11,1,1,2010-0101-077,,,
03-0000001804,1,2,321,1,0,10,02-0000015589,2,4,1,,03-001804,90009,198709.59407,544550.23106,,126.98540676756099,37.50041453068302,,,,999,1,,2010-0101-077,,,
03-0000009981,1,2,315,2,0,2,02-0000015589,2,1,2,,03-009981,90010,198710.5,544550.375,,126.98541701249313,37.50041582885627,,,,10,1,,2010-0101-077,,,
03-0000001804,1,2,315,1,0,7,02-0000015589,2,1,2,,03-001804,90011,198710.4375,544550.3125,,126.98541630578863,37.500415265640235,,,,,1,,2010-0101-077,,,
03-0000060227,1,2,45,1,0,10,02-0000015589,2,1,2,,03-060227,90012,198709.59407,544550.23106,,126.98540676756099,37.50041453068302,,,,,1,,2000-0000-000,,,
03-0000027737,1,2,216,1,0,7,02-0000018178,2,1,2,,03-027737,90013,198840.01219,544669.54698,,126.98688148117444,37.50148974722105,,,,999,1,,2000-0000-000,,,
03-0000034289,1,3,301,2,2,3,02-0000018178,2,1,2,,03-034289,90014,198840.01219,544669.54698,,126.98688148117444,37.50148974722105,,,,9,1,3,2000-0000-000,,,
03-0000060228,1,2,336,1,0,10,02-0000018178,2,1,2,,03-060228,90015,198840.01219,544669.54698,,126.98688148117444,37.50148974722105,,,,999,1,,2000-0000-000,,,
03-0000049084,1,3,15,2,2,2,02-0000147804,2,1,2,,03-049084,90016,199072.89767,544723.7839,,126.98951515819171,37.501978688159475,,,,5,1,2,2009-1101-057,,,
03-0000049085,1,2,284,1,0,7,02-0000147805,2,1,2,,03-049085,90017,199094.85938,544728.3125,,126.9897635233181,37.50201951289176,,,,999,1,,2009-1101-057,,,
03-0000052104,1,3,105,2,0,2,02-0000157116,2,1,2,,03-052104,90018,199162.09375,544742.125,,126.99052387900231,37.50214402775922,,,,7,1,,2009-1101-057,,한서,
03-0000052105,1,3,285,2,0,2,02-0000157116,2,1,2,,03-052105,90019,199162.90625,544737.84375,,126.990533072667,37.50210545418564,,,,3,1,,2009-1101-057,,한서,
03-0000048928,1,2,20,1,0,7,02-0000145467,2,1,2,,03-048928,90020,199569.34525,544844.70042,,126.9951295424267,37.50306851783915,,,,,1,,2009-1101-057,,,
03-0000048929,1,3,20,1,0,3,02-0000145467,2,1,2,,03-048929,90021,199569.34525,544844.70042,,126.9951295424267,37.50306851783915,,,,9,1,,2009-1101-057,,,
03-0000048927,1,2,200,1,0,7,02-0000145468,2,1,2,,03-048927,90022,199593.75,544854.75,,126.99540554056581,37.503159076179585,,,,999,1,,2009-1101-057,,,
03-0000052110,1,2,291,1,0,7,02-0000157118,2,2,1,,03-052110,90023,199591.40786,544868.85742,,126.99537904444348,37.503286183794856,,,,999,1,,2009-1101-057,,한서,
03-0000052109,1,2,292,1,0,7,02-0000157118,2,2,1,,03-052109,90024,199591.40786,544868.85742,,126.99537904444348,37.503286183794856,,,,999,1,,2009-1101-057,,,
03-0000052107,1,3,111,2,2,7,02-0000157118,2,2,1,,03-052107,90025,199591.40786,544868.85742,,126.99537904444348,37.503286183794856,,,,999,1,,2009-1101-057,,,
03-0000061572,1,2,347,1,0,7,02-0000173646,2,1,2,,03-061572,89241,195980.53,547900.92365,,126.95452540569939,37.53059654300314,,,,999,1,,2012-0101-006,,,
03-0000061573,1,2,65,1,0,10,02-0000173646,2,1,2,,03-061573,89242,195980.53,547900.92365,,126.95452540569939,37.53059654300314,,,,999,1,,2012-0101-006,,,
03-0000004634,1,2,315,1,0,10,02-0000005670,2,1,1,,03-004634,89244,191311.1873,552444.43653,3,126.90164469729825,37.57150130113386,,,,,1,,2000-0000-000,,0,
03-0000004379,1,3,216,2,0,2,02-0000003889,2,4,1,,03-004379,89247,192148.57339,551851.219,,126.91113004910821,37.566163960453814,,,,9,1,2,2000-0000-000,,0,
03-0000061790,1,2,271,1,0,7,02-0000173926,2,1,1,,03-061790,89248,188025.3125,547430.15625,3,126.86453124312162,37.526285982158036,,,,,1,,2000-0000-000,,,
03-0000021405,1,2,330,1,0,7,02-0000070610,2,1,2,,03-021405,89249,190910.62342,547629.36126,,126.89717003336251,37.52811375014637,,,,999,1,,2005-0101-067,,,
03-0000061811,1,3,329,2,0,2,02-0000070610,2,1,2,,03-061811,89250,190910.62342,547629.36126,,126.89717003336251,37.52811375014637,,,,7,1,,2000-0000-000,,,
03-0000027277,1,2,74,1,0,7,02-0000094501,2,1,2,,03-027277,89251,190875.96875,547589.96875,,126.89677846767981,37.5277584814707,,,,999,1,,2005-0101-067,,,
03-0000061812,1,3,73,3,0,2,02-0000094501,2,1,2,,03-061812,89252,190879.17188,547594.6875,,126.89681464655197,37.52780102909364,,,,11,1,,2000-0000-000,,,
03-0000020155,1,2,70,1,0,7,02-0000113261,2,1,2,,03-020155,89253,190934.79688,547561,,126.89744435547786,37.52749805270027,,,,999,1,,2005-1101-134,,,
03-0000020156,1,3,70,1,0,2,02-0000113261,2,1,2,,03-020156,89254,190937.78125,547567.21875,,126.8974780412531,37.527554112980134,,,,11,1,,2005-0101-067,,,
03-0000061610,1,2,261,1,0,7,02-0000173692,2,1,2,,03-061610,89255,187383.91305,547544.41409,,126.85727319717249,37.52730689856512,,,,999,1,,2012-0101-051,,관급,
03-0000061815,1,3,262,2,0,4,02-0000173692,2,1,1,,03-061815,89256,187383.91305,547544.41409,,126.85727319717249,37.52730689856512,,,,7,1,,2000-0000-000,,,
03-0000049503,1,3,301,1,0,2,02-0000150323,2,1,2,,03-049503,89258,190395.23715,545218.41295,,126.89137086599763,37.50638584031581,,,,9,1,,2012-0101-051,,,
03-0000061770,1,3,313,2,0,1,02-0000173894,2,2,1,,03-061770,89259,202193.82208,553336.35434,,127.02483623106887,37.57957579086226,,,,9,1,2,2012-0101-071,,.,
03-0000061771,1,2,313,1,0,1,02-0000173894,2,2,1,,03-061771,89260,202193.82208,553336.35434,,127.02483623106887,37.57957579086226,,,,1,1,1,2012-0101-071,,,
03-0000002589,1,2,314,1,0,7,02-0000072456,2,4,1,,03-002589,89261,202194.18435,553336.5447,,127.02484033289227,37.579577505131255,,,,999,1,,2006-0201-021,,,
03-0000062364,1,3,313,2,0,2,02-0000072456,2,4,1,,03-062364,89262,202194.18435,553336.5447,,127.02484033289227,37.579577505131255,,,,9,1,2,2000-0000-000,,,
03-0000002589,1,2,314,1,0,7,02-0000072456,2,1,2,,03-002589,89263,202194.18435,553336.5447,,127.02484033289227,37.579577505131255,,,,999,1,,2006-0201-021,,,
03-0000062364,1,3,313,2,0,2,02-0000072456,2,1,2,,03-062364,89264,202194.18435,553336.5447,,127.02484033289227,37.579577505131255,,,,7,1,,2000-0000-000,,,
03-0000027534,1,3,14,2,0,2,02-0000082645,2,2,1,,03-027534,89265,208432.08668,556042.36599,,127.09549063248514,37.6039207234745,,,,7,1,21,2008-0201-852,,한국노인회관 지원제단,
03-0000027535,1,2,15,1,0,2,02-0000082645,2,2,1,,03-027535,89266,208432.08668,556042.36599,,127.09549063248514,37.6039207234745,,,,1,1,1,2008-0201-852,,,
03-0000062365,1,3,15,2,0,2,02-0000175092,2,1,2,,03-062365,89267,208431.21546,556044.21112,,127.09548078746323,37.60393735587474,,,,6,1,,2012-0101-112,,,
03-0000011947,1,3,316,2,1,2,02-0000002553,2,1,2,,03-011947,89044,193075.00081,552440.12688,,126.9216106700457,37.57147741730367,,,,5,1,2,2012-0101-006,,,
03-0000015721,1,2,335,1,0,1,02-0000048798,2,2,1,,03-015721,89111,211728.297,549467.28882,,127.1327138888121,37.54464367588183,,,,1,1,7,2008-1201-719,,,
03-0000060538,1,2,0,1,0,7,02-0000172483,2,1,1,,03-060538,89165,183806.19334,552404.92996,,126.81669112095071,37.571044005065424,,,,999,1,,2000-0000-000,,,
03-0000018027,1,3,359,2,0,2,02-0000056497,2,1,1,,03-018027,89166,183793.44052,552385.80073,,126.81654718640023,37.570871428256005,,,,7,1,,2009-1201-004,,,
03-0000060539,1,2,0,1,0,7,02-0000172484,2,1,1,,03-060539,89167,183806.19334,552395.1528,,126.81669133685173,37.570955913768735,,,,999,1,,2000-0000-000,,,
03-0000018023,1,3,177,2,0,2,02-0000112096,2,1,2,,03-018023,89168,183808.32112,552204.63735,,126.81671962877759,37.56923942452258,,,,11,1,,2000-0000-000,,,
03-0000007740,1,2,0,1,0,7,02-0000172486,2,1,1,,03-007740,89169,183802.83552,552202.9514,,126.8166575725068,37.56922413785163,,,,999,1,,2004-0101-052,,,
03-0000060540,1,2,0,1,0,7,02-0000056494,2,1,1,,03-060540,89170,183802.56086,552193.59355,,126.81665467020035,37.56913981964468,,,,999,1,,2000-0000-000,,,
03-0000060974,1,2,140,1,0,7,02-0000010710,2,4,1,,03-060974,90108,190164.44668,552957.33853,,126.8886570061405,37.57611098455557,,,,999,1,,2000-0000-000,,,
03-0000027355,1,2,143,2,0,3,02-0000010710,2,1,2,,03-027355,90109,190164.44668,552957.33853,,126.8886570061405,37.57611098455557,,,,9,1,,2000-0000-000,,,
03-0000060974,1,2,140,1,0,7,02-0000010710,2,1,2,,03-060974,90110,190164.44668,552957.33853,,126.8886570061405,37.57611098455557,,,,999,1,,2000-0000-000,,,
03-0000046509,1,2,144,1,0,7,02-0000136273,2,1,2,,03-046509,90111,189516.45894,553103.03518,,126.88131941702338,37.57741655371989,,,,999,1,,2008-0101-911,,,
03-0000060975,1,2,322,1,0,7,02-0000007258,2,1,2,,03-060975,90112,191748.58473,554752.3632,,126.90656994412821,37.59229956614884,,,,,1,,2000-0000-000,,,
03-0000060976,1,3,260,1,0,2,02-0000007264,2,1,2,,03-060976,90113,191712.24496,554568.48401,,126.90616055277292,37.59064250491797,,,,5,1,,2000-0000-000,,,
03-0000007570,1,2,83,1,0,7,02-0000007265,2,1,2,,03-007570,90114,191736.79227,554555.12789,,126.90643864396246,37.59052238811056,,,,999,1,,2008-0201-005,,,
03-0000060977,1,3,86,1,0,2,02-0000007265,2,1,2,,03-060977,90115,191736.79227,554555.12789,,126.90643864396246,37.59052238811056,,,,5,1,,2000-0000-000,,,
03-0000008512,1,3,45,2,0,2,02-0000007590,2,1,2,,03-008512,90116,194771.48206,549140.34743,,126.94083792979589,37.54175769348544,,,,6,1,,2000-0000-000,,,
03-0000015369,1,3,343,1,1,2,02-0000015422,2,4,1,,03-015369,91264,206729.58566,549676.01755,,127.07615194734196,37.54657434260457,,,,11,1,2,2007-0201-488,,0,
03-0000021456,1,2,349,1,0,7,02-0000070196,2,1,2,,03-021456,91265,203315.89063,552272,,127.03753433886423,37.56998266077028,,,,,1,,2007-0201-488,,,
03-0000021457,1,3,80,2,0,2,02-0000070196,2,2,1,,03-021457,91266,203310.49544,552272.5374,,127.03747327026193,37.569987522119426,,,,11,1,2,2007-0201-488,,,
03-0000021458,1,3,168,2,0,2,02-0000070201,2,1,2,,03-021458,91267,203332.60938,552295.8125,,127.03772369550568,37.57019714993419,,,,9,1,,2007-0201-488,,,
03-0000021452,1,2,169,1,0,7,02-0000070195,2,1,2,,03-021452,91268,203331.28125,552268.03125,,127.03770853545849,37.56994684700474,,,,999,1,,2007-0201-488,,,
03-0000021810,1,3,93,1,0,2,02-0000071968,2,1,2,,03-021810,91269,203060.2798,554098.14576,,127.03464856706285,37.58643700890585,,,,7,1,,2007-0201-488,,,
03-0000021808,1,2,92,1,0,7,02-0000101931,2,1,2,,03-021808,91270,203049.29698,554094.35156,,127.03452420352276,37.58640285987411,,,,999,1,,2007-0201-488,,,
03-0000008290,1,2,45,1,0,12,02-0000104838,1,2,1,,03-008290,91271,195002.87543,548580.6586,,126.94346001392731,37.53671618162614,,,,999,1,,2000-0000-000,,,
03-0000008316,1,3,238,2,0,1,02-0000011960,1,4,1,,03-008316,91273,197006.03358,551019.76175,,126.96611480352125,37.55870114496773,,,,3,1,,2009-0201-004,,,
03-0000008325,1,2,242,1,0,7,02-0000095872,2,2,1,,03-008325,91274,193848.92624,559304.60487,,126.93031364709037,37.63333115531733,,,,999,1,,2005-0101-034,,,
03-0000008343,1,4,344,1,0,12,02-0000105496,1,2,1,,03-008343,91275,192796.90115,551993.97812,,126.91846703333167,37.56745550885518,,,,999,1,,2000-0000-000,,,
03-0000008352,1,2,182,1,0,7,02-0000001161,1,4,1,,03-008352,91276,194743.52862,551086.2441,,126.9405076955859,37.55929002295455,,,,999,1,,2008-0201-005,,,
03-0000008362,1,2,93,1,0,12,02-0000105056,1,2,1,,03-008362,91277,196779.3309,555032.40289,,126.96353139442952,37.594854044615936,,,,999,1,,2000-0000-000,,,
03-0000008389,1,2,329,2,0,3,02-0000001174,2,4,1,,03-008389,91278,193698.81577,551616.6987,,126.92867917463623,37.56406284772595,,,,6,1,,2004-0101-050,,,
03-0000008408,1,2,291,1,0,7,02-0000005231,1,4,1,,03-008408,91279,191816.35952,551633.15021,,126.90737217221677,37.56419628116571,,,,999,1,,2007-0201-473,,,
03-0000008416,1,2,100,1,0,7,02-0000007240,1,4,1,,03-008416,91280,192765.15883,550641.27766,,126.9181210763627,37.55526748560142,,,,999,1,,2000-0000-000,,,
03-0000008435,1,3,45,2,0,2,02-0000008497,2,1,1,,03-008435,91282,192568.05532,554613.35099,,126.91585013875208,37.591054058484055,,,,5,1,2,2006-0101-026,,,
03-0000008445,1,3,358,3,1,2,02-0000031139,1,4,1,,03-008445,91283,193633.65241,544325.83821,,126.92800478441818,37.498371700356756,,,,7,1,2,2007-0201-663,,,
03-0000008454,1,3,117,2,0,2,02-0000031142,1,4,1,,03-008454,91284,193658.53787,544351.13821,,126.92828598881529,37.49859982595937,,,,7,1,,2007-0201-663,,,
03-0000008463,1,3,283,3,0,2,02-0000024597,2,4,1,,03-008463,91285,195514.14373,540916.34163,,126.94929148253532,37.467662896975604,,,,11,1,1,2006-0101-037,,,
03-0000008473,1,3,29,3,1,2,02-0000027412,1,4,1,,03-008473,91286,190271.76621,544461.82707,,126.8899844243385,37.49956767880058,,,,5,1,2,2009-1201-005,,,
03-0000008483,1,3,89,3,1,2,02-0000024825,1,4,1,,03-008483,91287,184732.69706,543755.63416,,126.8273585332988,37.49312991849333,,,,6,1,2,2008-1101-648,,,
03-0000008492,1,3,34,2,2,2,02-0000028435,2,4,1,,03-008492,91288,190621.17857,545352.48202,,126.8939245329228,37.50759612964044,,,,9,1,2,2005-0101-028,,,
03-0000008503,1,3,300,2,0,2,02-0000027099,2,2,1,,03-008503,91289,186209.95621,544100.77495,,126.84405673874406,37.496262879436415,,,,11,1,2,2006-0201-020,,,
03-0000008512,1,3,45,3,1,2,02-0000007590,1,4,1,,03-008512,91290,194770.54428,549138.47375,,126.94082733191303,37.5417408063258,,,,6,1,2,2000-0000-000,,,
03-0000008522,1,3,35,2,0,2,02-0000030028,2,4,1,,03-008522,91291,194690.07597,544800.57321,,126.93994814614584,37.50265576575645,,,,7,1,2,2008-0201-007,,,
03-0000008530,1,3,262,3,1,2,02-0000005291,1,4,1,,03-008530,91292,193447.26808,550429.94517,,126.92584259718727,37.55336848699584,,,,5,1,2,2010-0101-048,,,
03-0000037472,1,3,43,2,0,3,02-0000078211,2,4,1,,03-037472,91236,203289.0119,555997.42613,,127.03724680565207,37.60354857319039,,,,9,1,2,2012-0101-091,,,
03-0000037556,1,2,4,1,0,10,02-0000118042,1,4,1,,03-037556,91237,212494.40978,549632.37726,,127.14138577681587,37.54612105549968,,,,999,1,,2008-0101-461,,,
03-0000037690,1,2,223,1,0,7,02-0000048800,1,4,1,,03-037690,91238,211724.67647,549459.72196,,127.13267279926058,37.54457554474661,,,,999,1,,2008-1201-719,,,
03-0000037734,1,2,352,1,0,7,02-0000117899,1,4,1,,03-037734,91239,194692.461,545393.93756,,126.93997083875685,37.50800202083055,,,,999,1,,2009-0101-032,,,
03-0000008540,1,3,294,1,0,2,02-0000097545,2,1,2,,03-008540,91293,186837.06048,544890.24655,,126.85113413839639,37.503385191188755,,,,7,1,,2006-0201-023,,,
03-0000008550,1,3,54,3,1,3,02-0000011524,1,4,1,,03-008550,91294,192529.71574,556966.90797,,126.915392019496,37.61225905157729,,,,9,1,3,2003-0101-035,,,
03-0000008560,1,3,332,1,0,10,02-0000011526,2,3,2,,03-008560,91295,192517.04657,557004.61103,,126.91524814389143,37.612598648637665,,,,999,1,,2003-0101-035,,,
03-0000008569,1,3,121,2,0,2,02-0000028433,2,4,1,,03-008569,91296,190644.08595,545342.80957,,126.89418374043395,37.5075092129074,,,,6,1,2,2009-0201-012,,,
